,status_id,user_id,created_at,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favourites_count,retweet_count,country_code,place_full_name,place_type,followers_count,friends_count,account_lang,account_created_at,verified,lang
141447,1244174711786885120,1188650068527566848,2020-03-29T08:09:01Z,vishal_bjym,"Stay home, follow the guidlines issued by @MoHFW_INDIA and if possible contribute to #PMReliefFund .Every small and big contribution counts there is no other way to fight #Covid_19 
Please don't gather in the name of socialwork as nobody knows if they are infected or not.@DMMau1 https://t.co/vaqgZWo1yf",Twitter for Android,,,,False,False,84,1,IN,"New Delhi, India",city,52,380,,2019-10-28T02:54:37Z,False,en
141493,1244174741113655296,62497199,2020-03-29T08:09:08Z,AyushSrivastav7,#FightAgainstCoronavirus #Covid_19 #StayHomeStaySafe #SaveIndiaFromCOVID19 #Ghaziabad https://t.co/Oi5t5UL4lL,Twitter for Android,,,,False,False,151,1,IN,Ghaziabad,poi,663,738,,2009-08-03T11:54:55Z,False,und
141613,1244174828829118464,1015822124676612096,2020-03-29T08:09:29Z,arnikasaha3,The Indian Youth Congress has opened nationwide helplines in all states for those in need of any form of assistance during #COVID19 https://t.co/pxwtiAmlHa,Twitter for Android,,,,False,False,3971,1,IN,"Agartala, India",city,1115,1078,,2018-07-08T04:57:22Z,False,en
141678,1244174863503364097,789123143541612544,2020-03-29T08:09:37Z,divyanshu_hope,"होप वेलफेयर ट्रस्ट अयोध्या टीम द्वारा दिल्ली से दरभंगा जा रहे हैं लोगों को रोककर खाना खिलाया जा रहा है।  #SundayMotivation @IpsAshish @ayodhya_police 

#SundayThoughts #Covid_19
@narendramodi @vijayshekhar
@Kunickaa @DefeatKorona @DineshMishraNBT @ArvindDysp https://t.co/kPYzWHuVmr",Twitter for Android,,,,False,False,18445,10,IN,"Varanasi, India",city,1009,110,,2016-10-20T15:16:33Z,False,hi
141697,1244174869232668672,1170282267287199745,2020-03-29T08:09:39Z,Devender2499,"@thesecretmishra @JayHind11544289 @ArvindKejriwal @KapilMishra_IND Well said 👌
#KejriwalFailedDelhi on #Covid_19 #ShameOnKejriwal #CoronaUpdate",Twitter for Android,1.2441590453819187e+18,7.73076014343852e+17,thesecretmishra,False,False,3369,0,IN,"Gurgaon, India",city,27,172,,2019-09-07T10:27:08Z,False,en
141734,1244174897892524032,177957563,2020-03-29T08:09:45Z,girishDevanga,"#Good #Morning Dear #Sun. I know, u will be #missing me. 

Its been more than 7 days u saw me!

#StayHome #letsfightcoronavirus #covid_19 #nofilter #shotoniphone @ AlkapurTownship https://t.co/gd8NJNWTzd",Instagram,,,,False,False,10,0,IN,"Rajendra Nagar, India",city,136,452,,2010-08-13T14:09:06Z,False,en
141791,1244174941009805312,856172438471798784,2020-03-29T08:09:56Z,ArishAnwar025,"#COVID19 से सावधान रहें। बिना डॅाक्टर की सलाह के कोई दवा ना ले। अफवाहों से बचें।
@IYCChhattisgarh @IYC @subodhharitwal https://t.co/a3c5E0ZfqV",Twitter for Android,,,,False,False,232,1,IN,"Mahasamund, India",city,2084,423,,2017-04-23T15:46:31Z,False,hi
141798,1244174941664071680,46060298,2020-03-29T08:09:56Z,NishantGor13,#askzeenews #askzee @ZeeNews @ZeeNewsHindi hearing live bedate... please ask experts that what is feeling during illness? Heared that pins are inserting in lungs and whole body is that true? #CoronaLockdown #CoronavirusOutbreak #Coronaindia,Twitter for Android,,,,False,False,69,0,IN,"Bhuj, India",city,438,206,,2009-06-10T07:25:44Z,False,en
141917,1244175005891477504,814049065671409664,2020-03-29T08:10:11Z,mannasingh1989,"#DSSFightsWithCorona
#ReLIFEFund #lockdown
#Covid_19 #StayAtHome
#SundayThoughts @Gurmeetramrahim
@derasachasauda
@DSSTrending
@GreenSwelfares 
@Stdrmsgfc https://t.co/0iZNW9rGgM",Twitter for Android,,,,False,False,2278,2,IN,"Punjab, India",admin,44,101,,2016-12-28T10:03:16Z,False,und
141936,1244175014871498752,333308105,2020-03-29T08:10:13Z,ManishBuradkar,"LET’S BEAT THE VIRUS BY STAYING INDOORS CREATING ART!

Participate to support India's fight against #CoronavirusOutbreak 

https://t.co/9RH2QCX0sW

#CoronaCrisisCharity
#CoronaChallenge #fightagainstcorona #StopTheSpreadOfCorona https://t.co/b09Hnv5yAZ",Twitter for Android,,,,False,False,64,0,IN,Painting Bazaar,poi,149,285,,2011-07-11T10:04:42Z,False,en
141970,1244175040066646016,11174202,2020-03-29T08:10:19Z,esesve,A fool tied a rope to barricade #coronavirus a #farmer trying to go home got entangled and died. This is #India,Twitter for iPhone,,,,False,False,342,0,IN,"Rajendra Nagar, India",city,327,505,,2007-12-14T19:13:02Z,False,en
141980,1244175048640024578,1081443099706941440,2020-03-29T08:10:21Z,AshishSwainCUJ,Requesting everyone to contribute as per their ability to @narendramodi @PMOIndia’s Citizen Assistance Relief in Emergency Situations Fund ( PM-CARES Fund) to help in the fight against the #CoronaVirusPandemic 🙏🙏 https://t.co/DKAn8cHYPK,Twitter for Android,1.244174356114178e+18,1.0814430997069414e+18,AshishSwainCUJ,False,False,714,0,IN,"Orissa, India",admin,50,528,,2019-01-05T06:51:41Z,False,en
142000,1244175063546392576,722317764736647168,2020-03-29T08:10:25Z,GangulySunetra,"@SrBachchan Wooow Sir.. Kya Baat..!!🙏🙏
Miss your #SundayDarshan.. Miss your Smiling face.... Now  Let's all together fight this #coronavirus.. Hum Honge kamyab..!!! https://t.co/JUzroj7PlE",Twitter for Android,1.2441701614493573e+18,145125358.0,SrBachchan,False,False,71496,1,IN,"Kolkata, India",city,5220,209,,2016-04-19T06:55:49Z,False,en
142031,1244175090243252224,1073771458550218753,2020-03-29T08:10:31Z,ekkalamkaar,"@AkashvaniAIR @IndoreKaGaurav @PMOIndia @drharshvardhan @MIB_Hindi @PrakashJavdekar @airdelhi @airnewsalerts @prasarbharati @PIBHomeAffairs @PIBHindi @MIB_India अपना क़ीमती समय निकाल कर पढ़े जरूर 🌍🇮🇳🖊️
#CoronaUpdate 
#SundayMotivation 
#coronapoem 
#Covid_19 #untilltomorrow 
#CoronaLockdown 
#India 
#EarthHour2020 
#COVIDIOTS #TigerKing 
#StayAtHomeAndStaySafe https://t.co/lwDnw8EpJi",Twitter for Android,1.2441361911814676e+18,575702002.0,AkashvaniAIR,False,False,859,0,IN,"Mhow, India",city,20,140,,2018-12-15T02:47:20Z,False,hi
142087,1244175128285466624,272477520,2020-03-29T08:10:40Z,saarthakg,I want to bring your attention to one of our fin.sound resident taking wrong benefit of  BPL facilities I want those benefits to be passed on to the poor at the time of #Covid19 #GhantiBajao but not to her at any cost @RubikaLiyaquat @anuraagmuskaan @ABPNews,Twitter for Android,,,,False,False,652,0,IN,"New Delhi, India",city,17,357,,2011-03-26T15:59:09Z,False,en
142184,1244175194165411840,75550503,2020-03-29T08:10:56Z,nihardesai7,"~1000 #Covid_19 cases in 🇮🇳 as of today.
Next few weeks are gonna be very very crucial.
#IndiaFightCorona",Twitter for Android,,,,False,False,3057,0,IN,"Lucknow, India",city,141,193,,2009-09-19T13:40:31Z,False,en
142222,1244175216256876544,197321113,2020-03-29T08:11:01Z,abdullah_rizwan,#SundayThoughts #LockdownWithoutPlan #Lockdown21 #CoronaUpdate #coronavirus such is the IQ of BJP https://t.co/0zlbfTjeHV https://t.co/KJCsHuZgJO,Twitter for iPhone,,,,True,False,29565,0,IN,"Hyderabad, India",city,306,529,,2010-10-01T05:32:22Z,False,en
142503,1244175408884363264,587477223,2020-03-29T08:11:47Z,rabiulislam01,"In July 2020

Kanika Kapoor tests #CoronaVirus positive for the 450th time... https://t.co/XuH1ggLLQ4",Twitter for Android,,,,True,False,979,0,IN,"Noida, India",city,601,789,,2012-05-22T12:44:18Z,False,en
142654,1244175506339028993,983581977663033344,2020-03-29T08:12:11Z,KS93944104,"@PMOIndia प्रधानमंत्री जी को 
मेडिकल स्टोर वालों से भी बात
करना चाहिए थी!
#मन_की_बात

#haighrisk #covid19 #chemist #healthservices",Twitter for Android,,471741741.0,PMOIndia,False,False,688,0,IN,"Chittaurgarh, India",city,46,65,,2018-04-10T05:46:32Z,False,hi
142944,1244175714695270400,1056795750045118464,2020-03-29T08:13:00Z,khitoliya_ud,"I donated One Thousand One Rupees to PM CARE FUND to face COVID 19, according to my financial situation. In this difficult time, I stand with @narendramodi ji!

@PMOIndia @ChouhanShivraj @gaganvermabjp @real_fascinated
@SajalSa07748240 

#PMCareFund
#COVID19 https://t.co/L1WWbUTXV7",Twitter for Android,,,,False,False,83,1,IN,"Raipur, India",city,11,39,,2018-10-29T06:31:55Z,False,en
143059,1244175785381920769,256485546,2020-03-29T08:13:17Z,ItsHimAnshuP,"On Quarantine Day 1-
Mom- Beta room par hi rehna or Savdhaan India ya Crime Patrol dekhna sab real dikhate hai.😪

Day 7:
Mom- Kal Netflix par movie achhi batayi tune. Koi nayi bata suspense wali?😎

Flip the Coin😜😉
#Covid19India #COVID19",Twitter for iPhone,,,,False,False,0,0,IN,"Noida, India",city,172,191,,2011-02-23T12:39:53Z,False,tl
143183,1244175872325648387,795230401417461760,2020-03-29T08:13:38Z,Murthy_TNIE,"In order to contain further spread of #COVID19 @ourvmc staff arranged  #HandSanitizer solution to the public at Rythu Bazars in the city on Sunday. @xpressandhra @BZAUpdates
@MyVijayawada @WeareBezawada https://t.co/afZOoUvVpC",Twitter for Android,,,,False,False,348,0,IN,"Vijayawada, India",city,222,109,,2016-11-06T11:44:37Z,False,en
143186,1244175873919442945,767085666870169600,2020-03-29T08:13:38Z,The_AB_Tripathi,"कुछ आया समझ में। 😜😍😅
#the_ab_tripathi #coronadiaries #lockdown #meme #memers #love #life #humour #coronavirus #timepass #memer #memes  @memes https://t.co/0CsApJKC73",Twitter for Android,,,,False,False,468,0,IN,"Kanpur, India",city,45,388,,2016-08-20T19:47:30Z,False,hi
143370,1244176008900558848,1675150111,2020-03-29T08:14:10Z,riteshgarg1061,"Temperatures in Delhi expected to touch 40c by April 10 &amp; also we will be into significant number days of lockdown by then, &amp; if still #Coronavirus spread gets out of control...then just look at the sky bcoz it will be the only beautiful thing left in this world 🗺 @chetan_bhagat",Twitter for Android,,,,False,False,2826,0,IN,"New Delhi, India",city,594,590,,2013-08-16T07:54:11Z,False,en
143440,1244176045424521217,2580066898,2020-03-29T08:14:19Z,IamPKGupta,"I have Donated just a little contribution to PM CARES FUND to fight against #Covid_19.....🙏
 
#StayHomeStaySafe #IndiaFightCorona

@narendramodi @PMOIndia
@Paytm 

https://t.co/sw7gjhl0XM https://t.co/LY5fa88iTG",Twitter for Android,,,,True,False,79434,0,IN,"New Delhi, India",city,318,621,,2014-06-03T10:35:17Z,False,en
143495,1244176085270446080,2563874655,2020-03-29T08:14:29Z,iamkksengar,"@akrishna_im @AamAadmiParty @ArvindKejriwal @msisodia I don't want to go home that time , I know my family is more secure without me this time. 
People who r migrating are doing disaster,no one can say they are doing correct.They are making huge risk of spreading #coronavirusindia .
#influencer #CoronavirusPandemic #ff ##influencer",Twitter for Android,1.2440895233000038e+18,7.719304270702469e+17,akrishna_im,False,False,5024,0,IN,"Ghaziabad, India",city,29,115,,2014-05-25T18:25:31Z,False,en
143513,1244176098486878208,808994739630374912,2020-03-29T08:14:32Z,stsoni79,#coronavirus @Bala_Rathi  @Vapurzaa @hashaurangabad @ditya_deshpande @YogeshPayghan https://t.co/xyRsJ9x6wk,Twitter for Android,,,,False,False,1313,0,IN,"Aurangabad, India",city,65,146,,2016-12-14T11:19:11Z,False,und
144309,1244176625425682433,1157191347259887621,2020-03-29T08:16:37Z,Thejitendrasahu,"#PMCARES agar har koi jiska paytm ya kuch bhi ho 10 ya 20 rupees bhi deta hai to india ka population 130 corore hai jisme se 100 corore log bhi donate karta hai to kitna paisa ho jayega isliye donate karo bhaiyo..
War against #covid19",Twitter for Android,,,,False,False,107,0,IN,"Patna, India",city,0,32,,2019-08-02T07:28:11Z,False,hi
144321,1244176627925504000,1232613571802157056,2020-03-29T08:16:38Z,iamrv___,"Jaldi sab thik ho jayega bhilwara!
#CoronaUpdate 
#Covid_19 
#StayAtHomeAndStaySafe 
#CoronaUpdatesInIndia 
#BhilwaraFightsCorona https://t.co/3Iyu96jb9i",Twitter for Android,,,,False,False,31,0,IN,"Rajasthan, India",admin,10,93,,2020-02-26T10:29:27Z,False,hi
144364,1244176660183670785,835531872,2020-03-29T08:16:46Z,yashwanthpatta,"if corona virus is endgame thanos SNAP, we all need a time machine to snap back. #Endgame #Covid_19 #thanos #StaySafe #protectyourselfandyourfamily",Twitter for Android,,,,False,False,6,0,IN,"Vishakhapatnam, India",city,19,43,,2012-09-20T13:08:16Z,False,en
144406,1244176689137139714,324465363,2020-03-29T08:16:53Z,anil_marali,"Keep up the good work @LANXESS_IN @LANXESS 👍👏👏

#CoronaVirus #COVID #Covid19 #Covid19India https://t.co/WIJ5kNcuWa",Twitter for iPhone,,,,True,False,7150,0,IN,"Mumbai, India",city,6206,5550,,2011-06-26T17:28:52Z,False,en
144710,1244176921455243264,1231684312140926978,2020-03-29T08:17:48Z,thetruthtalkst1,"@BJP4India 

#bjp4india #CoronaLockdown #Covid_19 #BJP #CoronaUpdate https://t.co/2rxe6cisjA",Twitter for Android,,207809313.0,BJP4India,False,False,2,0,IN,"Mumbai, India",city,5,78,,2020-02-23T20:56:51Z,False,und
144829,1244177000316592128,717994194980081666,2020-03-29T08:18:07Z,IamUbaidSheikh,"यह हालात है सरकारी हॉस्पिटल्स की, यहां पर कोई बेवस्था नहीं हैं,यहां पर मैनेजमेंट नाम की कोई चीज ही नहीं हैं, यूपी सरकार से मेरी गुजारिश  है, कि,अच्छे से अच्छे डॉक्टर मुहैया करवाएं, वायरस से लड़ने के लिए,हर सरकारी हॉस्पिटल्स मै किट मुहैय्या करवाएं. !!
@myogiadityanath  #Covid_19 https://t.co/y2ctRIrnwA",Twitter for Android,,,,False,False,3170,0,IN,"Uttar Pradesh, India",admin,188,559,,2016-04-07T08:35:30Z,False,hi
144858,1244177012337438723,4774969895,2020-03-29T08:18:10Z,RoadsOfMumbai,"I want to dedicate this song to #CoronaVirus to stay away from humans. 

Follow #Social_Distancing.

Which song would you dedicate to Corona Virus? Leave your comments below.

#GoCoronaGo #CoronaPakistan #CoronaLockdown #CoronaIndia https://t.co/OYlxFej6Bm",Twitter for Android,,,,False,False,19395,0,IN,"Mumbai, India",city,35829,1873,,2016-01-11T14:30:42Z,False,en
144887,1244177025885073410,87643140,2020-03-29T08:18:13Z,Achin1087,@ABPNews @RubikaLiyaquat @sambitswaraj @ZeeNews @ndtv @aajtak #CoronaLockdown #CoronaStopKaroNa #CoronaKoDhona #CoronavirusPandemic #CoronaUpdate #CoronaAlert #aajtak #ABPnews #ZeeJankariOnCorona #zeenews #coronavirusindia https://t.co/DNZdpCRPk3,Twitter for iPhone,1.2441759435029258e+18,87643140.0,Achin1087,False,False,15709,0,IN,"Gurgaon, India",city,1062,4984,,2009-11-05T08:17:16Z,False,und
145152,1244177221658365954,247586114,2020-03-29T08:18:59Z,MehtaMorphosis,"We will be having one of the highest death ratios / mortality rates in the world through corona, because more than half of our population is malnourished, while the balance are over-nourished. #COVIDー19 #IndiaFightsCorona #CoronaVirus",Twitter for iPhone,,,,False,False,5037,0,IN,"Mumbai, India",city,534,616,,2011-02-05T03:30:09Z,False,en
145194,1244177239484157952,155173990,2020-03-29T08:19:04Z,ManishBadhiye,@TataCompanies @TataMotors #COVID2019india #Covid_19 #CoronavirusOutbreakindia Tata Sky #TataTrusts #TataSons #TataNews #Tatamotors #TATAisINDIA #CARESAct #Cars https://t.co/Mu1Ixs74TE,Twitter for Android,,270771330.0,TataCompanies,False,False,3491,0,IN,"Maharashtra, India",admin,41,27,,2010-06-13T10:47:43Z,False,it
145756,1244177609199517696,751086051578507265,2020-03-29T08:20:32Z,Saurabh4512,"When the streets are deserted, We at @GwaliorBpcl as also mentioned by our Hon’ble @PMOIndia @narendramodi taking care of #Animals too in &amp; around of our retail outlets #StayPure #HarEkKaamDeshKeNaam 
#IndiaFightsCorona #Covid19 #21Days #StaySelfless #StayHome @rakeshsinhabpc https://t.co/y9ILKobcvR",Twitter for iPhone,,,,False,False,4851,4,IN,"Gwalior, India",city,926,1122,,2016-07-07T16:10:44Z,False,en
145791,1244177635720056834,3304506055,2020-03-29T08:20:38Z,29kumararvind,"@ArvindKejriwal जी आप भगवान है। #Covid_19 को पूरे भारत देश में फैलाने में आपके योगदान की में सराहना करता हूं।
#Kejriwal_Is_A_Sanke 
#KejriwalFailedDelhi 
#KejriwalHiAsliCoronaHai",Twitter for Android,,405427035.0,ArvindKejriwal,False,False,463,0,IN,"Kanpur, India",city,30,545,,2015-08-02T17:23:41Z,False,hi
145881,1244177710307348481,384387863,2020-03-29T08:20:56Z,KARTICKRASTOGI,"#coronavirus
तुम लेट हो!
तुम बस एक साल पहले आते...
मार्च 2019 में...
चुनावी त्योहार #GeneralElection 2109 से पहले...
कईयों की हस्तियां मिटती...
कईयों की बनती।
#LockdownWithoutPlan
#lockdown
#CoronavirusOutbreak
#CoronaPandemic
#MigrantsOnTheRoad
#economiccrisis
#Unemployment",Twitter for Android,,,,False,False,169,0,IN,"Navsari, India",city,18,12,,2011-10-03T16:00:58Z,False,hi
145985,1244177779341406208,807951707464343553,2020-03-29T08:21:12Z,DilipDa60259821,"#MannKiBaat
PM @narendramodi Ji requests everyone to comply with the lockdown without which it will be difficult to save ourselves from the scourge of #Coronavirus.
via NaMo App",Twitter for Android,,,,False,False,107416,0,IN,"Silchar, India",city,1050,1361,,2016-12-11T14:14:32Z,False,en
146426,1244178076709179393,1051429354322808832,2020-03-29T08:22:23Z,kingshubhamyadu,"UPSSSC आयोग से अंतिम रूप से चयनित सभी लैब टेक्नीशियन वैश्विक महामारी कोरोना में मरीजों के सेवा के लिए विभाग में नि:शुल्क सेवा देना चाहते है, @CMOfficeUP @UPGovt
@aajtak @myogiadityanath @ChiefSecyUP @narendramodi #UpssscLabTechnician2016 
#COVID19  #CoronavirusOutbreakindia https://t.co/tX6kJjhUUQ",Twitter for Android,,,,True,False,771,0,IN,"Uttar Pradesh, India",admin,31,84,,2018-10-14T11:07:47Z,False,hi
146469,1244178113539371008,2878000537,2020-03-29T08:22:32Z,Influencersaga,"I mean it, make sure you understand my concern 🌱
.
.
.
.
.
.
.
.

#covid19 #mentalhealth #mindset #mindfulness #healthyfood #meditation #walking #stayathome @ Bangalore, India https://t.co/LF2Y26DpYL",Instagram,,,,False,False,1267,0,IN,"Bengaluru, India",city,124,25,,2014-10-26T07:33:08Z,False,en
146522,1244178149547491328,3327875868,2020-03-29T08:22:41Z,shwetaredfm,"I challenge to our 
PM @narendramodi ji 
@akshaykumar sir and 
@imVkohli sir.
Please accept and click a picture with this message. 
Also extend this🙏
#SupportlockDown

#IkeesDinStayIn
#Covid_19 
#coronavirusindia https://t.co/dbyf71GnQB",Twitter for Android,,,,False,False,6747,1,IN,"Lucknow, India",city,752,645,,2015-08-24T05:13:20Z,False,en
146629,1244178231407722496,123306951,2020-03-29T08:23:00Z,udsankar,Thanks a lot @ActorMadhavan  brother for your kind gesture by sharing @NASSCOMfdn work for #CoronavirusOutbreak. We will have more lovely souls to join us to supprt. 🙏🏻😍 @debjani_ghosh_ @ashokpamidi @sangeetagupta29 @keshav_murugesh @amitrmaggarwal @kirti_seth @doshikavita https://t.co/Qc1xnCSjri,Twitter for iPhone,,,,True,False,3556,7,IN,"Chennai, India",city,6561,1952,,2010-03-15T17:34:40Z,False,en
146664,1244178261707378688,58777972,2020-03-29T08:23:07Z,mymalishka,Yes Gayatri. There maybe many senior citizens who need help . Pls tag @MantralayaRoom as I have as they are also the #Covid19 helpline @CMOMaharashtra @AUThackeray https://t.co/qEPEbumSm8,Twitter for iPhone,,,,True,False,9479,1,IN,"Mumbai, India",city,1352781,565,,2009-07-21T12:08:50Z,True,en
146915,1244178436693856257,4605741500,2020-03-29T08:23:49Z,udaypratapbuxar,"RIP 🙏🌺
#CoronavirusPandemic https://t.co/rNdkOfTarn",Twitter for Android,,,,True,False,28071,1,IN,"Bihar, India",admin,233,762,,2015-12-19T19:31:35Z,False,und
147022,1244178511675322373,1211669783067840513,2020-03-29T08:24:07Z,Vaibhav55019909,#Covid_19 #StayHomeSaveLives #StayAtHome #CoronaLockdown https://t.co/vv82xosvpN,Twitter for Android,,,,False,False,628,0,IN,"Allahabad Outer, India",city,50,98,,2019-12-30T15:27:48Z,False,und
147304,1244178688909791232,894000009963724800,2020-03-29T08:24:49Z,MusfiqurDr,"Ram from Hyderabad, who has recovered from #COVID19, shares his experience...Do listen!
@narendramodi @PMOIndia
@BJP4India @mygovindia
@narendramodi_in @NamoApp
@IAF_MCC @indiannavy @adgpi
@HMOIndia @PIBHomeAffairs
@DrSJaishankar @MEAIndia
#MannKiBaat
#BJP
https://t.co/Gs2cuTwH9M",Twitter for Android,,,,False,False,46376,0,IN,India,country,197,65,,2017-08-06T00:59:46Z,False,en
147430,1244178768823865344,157969865,2020-03-29T08:25:08Z,dsfartode,"#Nagpur municipal commissioner Tukaram Mundhe appeals citizens to #StayHomeStaySafe  as 14 persons tested + ve for #CoronaVirus so far. @Tukaram_IndIAS
#Corona #Covid_19 @ngpnmc https://t.co/1cmXaSEJxm",Twitter for Android,,,,False,False,2798,2,IN,"Nagpur, India",city,2333,1686,,2010-06-21T11:37:25Z,False,en
147590,1244178872805007360,763553387828776965,2020-03-29T08:25:33Z,WorldStudentUn,Let's continue your study ; #Students can access different platforms to e-Study. #India #coronavirusinindia #Covid19 https://t.co/3ZZk3Fo9Ku,Twitter for Android,,,,False,False,1031,0,IN,India,country,306,1741,,2016-08-11T01:51:28Z,False,en
147619,1244178889988964359,34208984,2020-03-29T08:25:37Z,BTVI,Sample of 40-year-old woman who died on Saturday tests #coronavirus positive; Maharashtra toll reaches 7: Official https://t.co/3Nsl9NOmdg,Twitter for Android,,,,False,False,459,1,IN,"Noida, India",city,370698,562,,2009-04-22T06:44:35Z,True,en
148045,1244179166817161217,3305262782,2020-03-29T08:26:43Z,RamsudharMishra,"ग्राम पंचायत तिलमापुर में #Covid_19 को रोकने के लिए हुए #lockdown के चलते काम बन्द होने से कोई भूखा न रहे इसके लिए प्रशासन के सहयोग से राशन एवं अन्य आवश्यक सामग्री का वितरण किया गया। जरूरत मंदों के सहयोग हेतू जिला प्रशासन एवं ग्राम प्रधान का सादर आभार

@UPGovt @dmvaranasi2016 https://t.co/SytmIz9ivn",Twitter for Android,,,,False,False,11083,0,IN,"Varanasi, India",city,911,332,,2015-08-03T15:13:37Z,False,hi
148130,1244179218709151745,1548129918,2020-03-29T08:26:56Z,MaiTiwari,"छोटी सी मदद

#प्रधानमंत्री #राहत #कोष #कोरोना #कोरोना_वायरस #कोरोना_हारेगा_देश_जीतेगा #Covid_19 #COVID https://t.co/oVWPIxfbj1",Twitter for Android,,,,False,False,462,1,IN,"Madhya Pradesh, India",admin,169,400,,2013-06-26T13:02:45Z,False,hi
148387,1244179391380197376,791201715487854592,2020-03-29T08:27:37Z,Tiger_Of_Bengal,I would request all actors &amp; actresses to donate for the causes of #CoronaVirus instead they have been showing about cooking &amp; Gym etc etc.I would also request our Media brothers and sisters for not showing them. @Republic_Bharat @ZeeNews @ABPNews @abpanandatv @Zee24Ghanta https://t.co/UD0XKrlAsC,Twitter for Android,,,,False,False,6511,0,IN,"Kolkata, India",city,99,599,,2016-10-26T08:56:03Z,False,en
148395,1244179394840518662,742023076628422658,2020-03-29T08:27:38Z,Me_Saleel,आप लोग #coronavirus पर research कर रहे हो या इसी पर ही https://t.co/5nVhV3P0ty,Twitter for Android,,,,True,False,84509,0,IN,"Mumbai, India",city,4564,273,,2016-06-12T15:57:42Z,False,hi
148471,1244179452398956544,1157175239186341888,2020-03-29T08:27:51Z,_sumit_nagwani,"Be safe be happy stay home
Watch full video in youtube 
https://t.co/lLC37zmF9q
#sumitnagwani #corona #covid #stayhome #quarantine #coronavirus #lockdown #india #instagram #indian #staysafe #korona #coronavirüsü #modi #stayathome #virus https://t.co/0hDX6peJtz",Twitter for Android,,,,False,False,33,0,IN,"Satana, India",city,1,0,,2019-08-02T06:24:11Z,False,en
148659,1244179569659146240,1167889267,2020-03-29T08:28:19Z,MdFujailAhmed,"...He also handed over a check of Rs 1lakh, a month salary of his own and another check of Rs. 40 thousand, a month pension of his wife Smti Monika Bora as contribution amount through d Resident Commr of d Govt of Assam, in #Assam's #CMReliefFund to fight against #coronavirus
2/2 https://t.co/Hq0WQHhCjH",Twitter for Android,1.2441795263529492e+18,1167889267.0,MdFujailAhmed,False,False,104097,8,IN,"Guwahati, India",city,2007,1448,,2013-02-11T05:04:27Z,False,en
148739,1244179631537664000,451966553,2020-03-29T08:28:34Z,JYeggoni,"India is Democratic Socialistic Secular Republic.Before asking people2donate2combat #Covid19,Govt Should explain what measures it took2address issues of poor,migrant labour,Daily wagers, working class etc2do Socialistic duty in my humble opinion.#Lockdown @narendramodi @PMOIndia",Twitter for Android,,,,False,False,430,0,IN,"Kurnool, India",city,226,191,,2012-01-01T07:36:37Z,False,en
149082,1244179861150642179,1727241097,2020-03-29T08:29:29Z,sasanksingh2592,"#coronavirus #corona #indiafightscorona #people #life #society #india #indian 
 
Read my thoughts on YourQuote app at https://t.co/UMv2o2j2UD https://t.co/eS18CFooJc",Twitter for Android,,,,False,False,25,0,IN,"Sasaram, India",city,41,517,,2013-09-04T01:42:11Z,False,en
149109,1244179883778924544,1017385392474132481,2020-03-29T08:29:34Z,ManishJain29186,"#AkshayKumar the #realhero
#coronavirus #PulwamaAttack #assamfloods #chennaifloods #CRPF 
#CoronaLockdown #coronavirusindia #lockdown #NarendraModi https://t.co/Nvex3W2lCt",Twitter for Android,,,,False,False,86,0,IN,"Mumbai, India",city,55,110,,2018-07-12T12:29:14Z,False,und
149558,1244180101291376641,759612195709841408,2020-03-29T08:30:26Z,rishabharora165,"नमस्ते सदा वत्सले मातृभूमे.
#CoronavirusOutbreak https://t.co/5g1BnQWamm",Twitter for Android,,,,True,False,4,0,IN,"New Delhi, India",city,8,175,,2016-07-31T04:50:35Z,False,hi
149720,1244180208845910016,151407497,2020-03-29T08:30:52Z,HemantaTOI,. @HFWOdisha issues order to district collectors and municipal commissioners on surveillance and contact tracing to contain #Covid_19 https://t.co/bitZenZa8L,Twitter for Android,,,,False,False,5005,3,IN,"Bengaluru South, India",city,2148,457,,2010-06-03T10:08:43Z,False,en
149883,1244180323035832320,943060095553847301,2020-03-29T08:31:19Z,Rajesh03Panchal,"हमरे देश पर जब जब कोई आपदा आई तब तब देश के हर एक नागरिक ने अपनी देश की सेवा करने का मौका नहीं छोड़ा है। 

इन छोटे बच्चों ने जो काम किया है वो सहरनिय है मुझे गर्व है अपने देश पर। #Covid19 https://t.co/WEZDdYefxi",Twitter for Android,,,,False,False,144,0,IN,"Gurgaon, India",city,20,139,,2017-12-19T10:07:02Z,False,hi
149913,1244180339485892608,2502146863,2020-03-29T08:31:23Z,SatyaPChanchal,#COVID19 Lockdown Means #IndiaFightsCorona https://t.co/QAeELB7dAN,Twitter for Android,,,,False,False,1597,0,IN,"Varanasi, India",city,53,518,,2014-05-17T17:47:08Z,False,en
149943,1244180360583413765,527710297,2020-03-29T08:31:28Z,sushant_lpu,@ndtv Ey sabi #Corona failayen aur Laathi Garib Janta haye. 😠 Shame on this system #Covid_19,Twitter for Android,1.2440948438375424e+18,37034483.0,ndtv,False,False,4475,0,IN,"Bhubaneshwar, India",city,15,83,,2012-03-17T18:22:24Z,False,hi
